profile_id,survey_link,status,survey_completion_date_time,data_pipeline,link_source,platform,os,browser,version,ip,market,language,duration_seconds,[q5]: Single-select - What is your biological gender?,[q6]: Single-select - What is your race?,"[q7]: Single-select - Do you currently drive or have access to a car (owned, shared, or rental)? ",[q8]: Multi-select - What are your main reasons for not owning or driving a car?,"[q10]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - Certificate of Entitlement (COE) prices are too high for the average Singaporean. ","[q11]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The COE system is effective in keeping Singapore’s vehicle population under control. ","[q12]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The COE system is a fair way to decide who gets to own a car in Singapore.","[q13]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The COE system should be reviewed or improved to better meet current needs. ","[q14]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The government is doing enough to manage and stabilise COE prices."
pS0ePs4hkDJMj72bu578JO57b9sYWuiPliEYc6HJaGWbCFuk,,completed,2025-11-06T22:16:31.974+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,68.44,Female,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral
ScbiF3GgyaSV8Nds6Df7hVy11XDn6QNSa4ukMre823cowSLf,,completed,2025-11-07T15:35:50.039+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,911.62,Female,Indian,"No, I do not drive or have access to a car",Certificate of Entitlement (COE) prices are too high; Sufficient public transport options ,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree
b45sxbMRMRS9Ng6T0VmN5Nytj4EhcelbN6XnITjoG7EUoA3l,,completed,2025-11-07T14:37:48.336+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,114.76,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Agree,Neutral,Agree,Neutral
KHqRRk9XqEKrwYMj8ZSVj1hZ8jOywvEtHtQauLm4oaPJREom,,completed,2025-11-07T02:20:52.049+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,26.31,Female,Malay,"No, I do not drive or have access to a car",Sufficient public transport options ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
qaOaKaJ7V5hb0HDCTdL09IvsPU3wZvUiJGN2tyAqeoiU9NSY,,completed,2025-11-07T13:14:03.897+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,43.36,Male,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Agree,Strongly Agree,Neutral,Agree,Neutral
diV0hIYYNTsdsMVwgTnC8kgXCtPvSMUyrWYhYJnQYbpNWu1J,,completed,2025-11-07T13:47:39.470+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,38.52,Male,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral
LBYx6hWPPubnqKXklVAfeA9avRXgy2R1tPIgQ1B3A6mjbjlJ,,completed,2025-11-08T17:59:42.033+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,34.58,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
9o0NeDXB05V9M7N3VsPDFnFxhfKlsm98LKk32PhDMRe5Y5Ou,,completed,2025-11-08T15:45:47.584+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,19.63,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
eBzmtEYJSm1yfrsJ50u5jFKwhLsKHGR5Qqd9pQqoHBfQfqFD,,completed,2025-11-07T16:42:28.454+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,49.07,Male,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; I prefer other modes of transport (e.g. cycling, ride-hailing) ",Agree,Neutral,Neutral,Neutral,Neutral
zKs9sNQw0wTOEwfMtUsa0syPN6noBgwcHiQskU3Tzv4xrcu8,,completed,2025-11-07T08:07:40.467+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,41.03,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree
3ufOQsaSiXAYAvHE96uW3CGAUUP6KE7k0H6EEZMSLp3nqK4b,,completed,2025-11-07T10:53:31.375+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,35.33,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree
yMrp9bVLH2UnHzCCsUTyNKcBuzb3ut3dm9vgKEdBwatTvb3d,,completed,2025-11-07T02:28:15.564+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,102.76,Female,Malay,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral
pWDTtdsIfVML2bW1TGfvwRGlmpgqiF8NXhFbp3yBMTLtgszI,,completed,2025-11-07T18:47:19.556+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,55.47,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Agree,Neutral,Disagree,Agree,Disagree
ACY6u17O62vyduW3CzqF9Vb4jtfN3BlGIDwHj8RujxFXt81s,,completed,2025-11-07T20:20:25.511+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,41.69,Male,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Agree,Agree,Neutral,Neutral,Agree
ULSpMZ81rfn3QB9jTj8GDYdKE0hlIw18MoDlqon3cVW1nI0l,,completed,2025-11-06T17:08:07.262+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,80.63,Female,Malay,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Agree,Neutral,Agree,Neutral
kXmvkeqgvqHuN4E2SMujQHMGYaPxIiBAsIO730j5loEr9taC,,completed,2025-11-06T22:08:23.078+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,74,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Disagree,Disagree,Agree,Disagree
x7wTRuSB18rHqxAQJQlSNcWWJrpb0YHkYin6mtT1XlwOWAld,,completed,2025-11-06T17:27:01.898+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,27.72,Male,Malay,"Yes, I share a car with others (e.g. family, friends)",,Agree,Agree,Disagree,Agree,Disagree
savm1br6PnEOaeiBQLsmcepjTfXdmz9LcNdXhCKdJLvapDc2,,completed,2025-11-07T20:59:58.174+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.3,192.168.189.201,SG,EN,61.91,Male,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral
zmrmGF51NHYcqF0rI8ODZ2BDTVrIaUbbMLLqk24BJs4DVjK0,,completed,2025-11-08T13:49:13.112+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,49.5,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Agree,Agree,Disagree,Agree,Agree
pSiZdNzBka1w1nq7jcECYbsZBBR6i94JVW3s8YsRq4CD2Hu3,,completed,2025-11-07T15:00:45.797+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,31.39,Male,Chinese,"Yes, I use car rental or car-sharing services",,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree
3jik4CgUnWVrVEeLd8ebr2xEbkRCo9FVQ1kegSr4fqVQFeUm,,completed,2025-11-07T15:44:05.283+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,42.27,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
hoVlFi24X6X6uSIyUWGem4lcaPkcA6Y9cmybSBRAl80X50N6,,completed,2025-11-07T15:26:20.476+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,43.94,Female,Malay,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; Sufficient public transport options ",Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree
wXUaXZuLjIaMO34qjNAKbRjyykuv8od95ZE5hWi3EacQbzvA,,completed,2025-11-06T19:08:10.820+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,37.13,Female,Indian,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
vdJwQx6eR93LE9tTq4HHMNAkVMgmONBGxhNjAcrg2pndgd5a,,completed,2025-11-07T10:28:44.226+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,208.94,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Neutral,Disagree,Agree,Strongly Disagree
01tbd2B25prjyIikDZxMuWizIHKuye0S0boeXGvpP440z5yV,,completed,2025-11-07T14:34:53.381+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,69.69,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
1xnztfGzE98BI1ijLpM6Jlp6LHoH4gAWkvzJCDfLNiRBYL61,,completed,2025-11-07T09:54:54.874+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,60.41,Female,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Agree,Neutral,Neutral,Agree,Neutral
0XYdMnMa49D6vB1seHgJVr5jS1FgpION8U8hbr2x2ZxiFR4S,,completed,2025-11-07T20:08:06.704+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,168.45,Female,Chinese,"No, I do not drive or have access to a car",Certificate of Entitlement (COE) prices are too high; Sufficient public transport options ,Agree,Neutral,Neutral,Agree,Neutral
D7IlGaIOjKSmkSMAsnCviWo2iNjDZ0eorjCCBBDsCFEwZuR3,,completed,2025-11-07T12:54:40.880+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,28.82,Female,Chinese,"Yes, I own a car ",,Agree,Agree,Neutral,Agree,Neutral
ZgMthsUkf9BYq6EjqKGljdP6dc3KiCKbdOweZuD8WFQAzzgm,,completed,2025-11-07T09:43:10.091+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,114.22,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
6e9SOO7tqfGSq1cMqYgciAENnhKYbxjJqjFjo2amEuptKU2V,,completed,2025-11-07T19:15:47.037+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,78.23,Female,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
SKpgXlRLkdyx4dB2L5hNFox1rSuv6w3uVdafeq6QicL2V6RL,,completed,2025-11-08T15:29:49.382+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,27.2,Male,Chinese,"Yes, I own a car ",,Agree,Neutral,Neutral,Agree,Disagree
bqFfVskhr6OgXiMB64g6MeVCtHhV3st6641OU2p8zqCvFg7s,,completed,2025-11-07T23:49:22.105+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,135.69,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree
dsXF1vdsFnIZmjad4tGkPm4BDIZ8gpde5slFflnrwrlvhb6X,,completed,2025-11-07T19:35:37.910+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,70.64,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
8McbVnhPoj4q3VNdpeGSCvig9KYKqJYR9yy2Vvj5hKKOePkU,,completed,2025-11-06T21:31:13.521+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,44.13,Male,Others,"Yes, I use car rental or car-sharing services",,Strongly Agree,Agree,Neutral,Agree,Disagree
72AzruQG0dRIFh7HQCvZoKHel64SwMXg07DBTJTN4EvBrmE5,,completed,2025-11-07T19:08:44.591+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,26.01,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Neutral,Neutral,Neutral,Strongly Disagree,Disagree
KYz9ufYulVCoVwdMPbTNEHu2yo54brWM2sMjYQeasDBdrJ3a,,completed,2025-11-08T15:58:41.589+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,23.56,Female,Chinese,"Yes, I own a car ",,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree
UFb59aYRYeb5LNNcG0XCgZCOOr1GD2RHPDEHdz6qhdn0F1iN,,completed,2025-11-07T21:24:15.152+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,54.93,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree
3l91BtbjQX08YD8KjAI9LfEZIpKd6a3dzzLTnbHZyKp3ndVR,,completed,2025-11-07T20:13:30.871+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,90.01,Female,Chinese,"Yes, I own a car ",,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree
FMWFfTVrE6w0Dq3XICT1HIJs7nHn9L98BKPHpwMDAr4ZqyTt,,completed,2025-11-07T04:36:32.921+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,42.18,Female,Malay,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree
cNy8OzFLXzXzlOo6rcCyjBi2jiejdWUXs1k4NHdIAjsBuYGg,,completed,2025-11-07T20:50:17.702+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,40.72,Female,Chinese,"Yes, I own a car ",,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral
unLDWhebuKC2tv6UKtdWNvME0bUMcNP0HeLJtwTM2YAIVY1r,,completed,2025-11-07T02:38:01.723+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,33.8,Female,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; I do not have a driving licence",Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral
nqEReudXK06wCuebBO6R9OznqRFIqgCRdY5UcMqv8xCBkp5S,,completed,2025-11-06T20:22:15.883+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,60.41,Female,Indian,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Neutral,Neutral,Neutral,Agree
6nS2YmJXm162kDsPl00qdV5YobtpOVVHwn7T8aBd530wHdaX,,completed,2025-11-08T17:01:04.170+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,41.17,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
ozJR5fXvZqmKL5mzqIfTmMkLCSpT61pDr6cUxS9nULqOdK7R,,completed,2025-11-06T23:39:59.163+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,64.37,Female,Indian,"No, I do not drive or have access to a car","I prefer other modes of transport (e.g. cycling, ride-hailing) ",Strongly Agree,Strongly Agree,Neutral,Agree,Neutral
v1jijMgC2lqtDYzE3vcbkjkxxERm79A6RPs1qAP2Ug7Qu0nf,,completed,2025-11-07T19:48:25.951+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,53.39,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree
4QXXN6nVMQst42AhAG3WrgHLkCsAdAFg99eDbMUi80xozl9p,,completed,2025-11-07T10:13:18.664+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,28.68,Female,Malay,"Yes, I use car rental or car-sharing services",,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
hPUhKSrYkyRtSp0H7RcF2qg4LfYhqZC6f0yMybYtvBhnYO0Q,,completed,2025-11-07T16:28:16.679+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,137.47,Female,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ,Agree,Neutral,Neutral,Neutral,Neutral
tSGgDW9CjrbB4tYDMLFAChRbvCWrRCRl3SaIsrprTVnq0lyi,,completed,2025-11-07T16:50:19.096+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,60.52,Female,Malay,"No, I do not drive or have access to a car",I do not have a driving licence,Agree,Disagree,Neutral,Agree,Neutral
IbtQ4snVZq4evsYQZmg8oFaUEX3PgDveNsmLzw9NGhvor3b4,,completed,2025-11-07T21:21:15.615+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,99.04,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Agree,Agree,Disagree,Agree,Neutral
WlXflpNMtm442qpOeAdXgG6E0Uy0al8uQKcBtwkrBsw0Z1ef,,completed,2025-11-07T07:46:00.522+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,38.58,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Agree,Disagree,Agree,Neutral
Xeq1plWzKXUsZ7QlDLyDzK6e9tkTTOAF925xwB78KuF2qrjt,,completed,2025-11-07T06:54:10.235+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,59.87,Female,Malay,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
MsDy5mzjXcGuBUdhPErm1UMTrThbQUM9KRqudJda1p8AFRru,,completed,2025-11-07T05:25:27.992+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,43.8,Female,Chinese,"Yes, I own a car ",,Strongly Agree,Agree,Agree,Agree,Neutral
HqbPlCAmpnkzLZNq9pJBqCK8H5AwC8J4tKzGhGkVSusn59CL,,completed,2025-11-08T12:03:42.076+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,59.91,Female,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Neutral,Neutral,Neutral,Neutral,Neutral
qOMTNrj90bUsJXgJcXl32raIvPz2Pxqcn41NSzFh0k6Lzy8Q,,completed,2025-11-07T00:07:54.471+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,95.5,Male,Indian,"No, I do not drive or have access to a car",Other,Neutral,Neutral,Neutral,Neutral,Neutral
5gub7IclTf3hHZnmRKcUqHVVnCsQ3sfj3XiOSBCYkBkpIe9N,,completed,2025-11-07T13:52:05.872+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,28.17,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Agree,Neutral,Agree,Neutral
jAE3fXgjsP8BCuzIZr5bRddo2X3r4vfR4oUSacpVo1pSsncy,,completed,2025-11-07T14:48:00.545+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,149.53,Female,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Strongly Agree,Agree,Agree,Agree
OdHktQVurJKZn7a7oX0SyK1KDPc1d22hjJ3xDjQASlTwxCis,,completed,2025-11-07T10:09:32.203+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,38.24,Male,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree
S71DKdelx2iUbyl3KT28NQXQe5aTmHL8WYu1tzL2vY7rg28R,,completed,2025-11-07T18:10:12.376+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,106.33,Female,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Agree,Agree,Agree,Neutral,Neutral
tImo9Mo7Cg303RC5F0T3dtgBpwaqVb074mWJMIZX95Z8YBZg,,completed,2025-11-07T18:33:13.464+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,93.54,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; I prefer other modes of transport (e.g. cycling, ride-hailing) ",Strongly Disagree,Neutral,Neutral,Agree,Neutral
JKv3K9GKiP9t7Q5RtXjthWXBe72D9SzEaVA29w1sfChqOGyD,,completed,2025-11-07T22:32:43.888+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,74.31,Male,Chinese,"No, I do not drive or have access to a car",Certificate of Entitlement (COE) prices are too high,Strongly Agree,Neutral,Neutral,Neutral,Neutral
tmbY6kLge6EqBLPyCHziFOmLn408t8yBibGzavfW4tRroFdR,,completed,2025-11-07T07:30:30.630+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,32.62,Female,Malay,"Yes, I use car rental or car-sharing services",,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral
IOcWLO1Aljpq66K3233fB5Vf0ap32Ps33oKZjwRdX5lOfWk0,,completed,2025-11-07T00:20:48.529+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,53.73,Male,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree
eFbZSKN1ZeCoudJKtu5n0qIvkc8w5Ky7Ek8ciEf1EeI6aEnp,,completed,2025-11-07T15:49:32.057+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,40.9,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral
yUCE8PWXWF4KhfMcxLjMXcS4UdyYL2HdJ4HL5se11fUqYoeo,,completed,2025-11-06T17:32:07.607+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,59.5,Male,Indian,"No, I do not drive or have access to a car",Certificate of Entitlement (COE) prices are too high; Sufficient public transport options ,Agree,Agree,Agree,Agree,Neutral
WUdu7WlJ9P2WgFH36rfB648X6IOwHIkRc4VvOQOpcj3eDLli,,completed,2025-11-06T18:07:01.909+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,364.17,Male,Malay,"Yes, I own a car ",,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral
jNcXGuVwlt3mGi7Xb8vr95XH1Yi4C5q6BMUnRn3zAfFhRH2u,,completed,2025-11-07T20:23:48.376+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,37.18,Male,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree
gSFcCwJuGBPhrfqMH4Pib0Up3s8A0K7HO81e3y6YKE4tslfa,,completed,2025-11-07T19:34:43.856+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,49.26,Male,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Strongly Agree,Agree,Agree,Neutral,Neutral
yZnuEmwRZw8SK1d8Cl4x7ui3eL3OMKCfYqqUULIYst6Pt1Ru,,completed,2025-11-07T19:11:27.618+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,56.96,Female,Chinese,"Yes, I own a car ",,Strongly Agree,Agree,Neutral,Agree,Neutral
FmXVtcZLLptvVYV2KP6l4Wr4KAzHHgpU6EJFLpTSl3ScXeL5,,completed,2025-11-07T08:04:38.072+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,59.43,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
lY2m7UQq169bq1SZAbbgKiyVIEBL2beWEMu8xXd8wG3ND9Rh,,completed,2025-11-06T16:22:21.945+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,44.48,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Neutral,Disagree,Agree,Disagree
DNcu9ZibBEUxL3mVc4idAFmWP1YWZJhCaqeiSjZiVRpuSWrc,,completed,2025-11-07T20:43:48.815+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,42.73,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
